mapping_id,status,event_name,proposition,polymarket_market_id,polymarket_slug,polymarket_yes_token_id,polymarket_no_token_id,polymarket_yes_outcome,polymarket_no_outcome,kalshi_ticker,draw_handling,extra_time_handling,penalties_handling,settlement_notes,reviewer,reviewed_at,notes
f1-austrian-grand-prix-driver-pole-position-gasly-2026-06-27__kxf1pole-autgp26-gas,approved,Austrian Grand Prix: Driver Pole Position,Pierre Gasly to take pole position,0xb88433f866301a992e06c1899c0de31ef217c1ca946f514bc6a1639f653853fe,f1-austrian-grand-prix-driver-pole-position-gasly-2026-06-27,113768202073767556056900633421380795024811264320608964887404194380964562151967,21299344880192558931693531157943649224004479411218651895306575625185679677275,Yes,No,KXF1POLE-AUTGP26-GAS,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-alonso-2026-06-27__kxf1pole-autgp26-alo,approved,Austrian Grand Prix: Driver Pole Position,Fernando Alonso to take pole position,0x266103d57241a59914e6fc58be8dd3e1438a10ec3f69318e9594fd2dae686cb9,f1-austrian-grand-prix-driver-pole-position-alonso-2026-06-27,108626739949204014206798872853258192937569260564743199196943642760761594736891,68326758281695719701110758037214172515377119050561803496099806462790061443812,Yes,No,KXF1POLE-AUTGP26-ALO,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-albon-2026-06-27__kxf1pole-autgp26-alb,approved,Austrian Grand Prix: Driver Pole Position,Alexander Albon to take pole position,0x6fb0005ec8264df210fc5a3ac12474259adc96b87cf05327fac1fd5467fb72c6,f1-austrian-grand-prix-driver-pole-position-albon-2026-06-27,113041614160222086458518699649340193889254273473962263095557116004557847963610,110849769725127328244181537537281745323015030703115168488845411943233071065058,Yes,No,KXF1POLE-AUTGP26-ALB,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-bortoleto-2026-06-27__kxf1pole-autgp26-bor,approved,Austrian Grand Prix: Driver Pole Position,Gabriel Bortoleto to take pole position,0xe0248cf52d4227456d295acb475c4b79456f622fce7701f1cfd65bf2473e0bed,f1-austrian-grand-prix-driver-pole-position-bortoleto-2026-06-27,57362517943875139213194452050619273390961160519292917702577524436836883370021,67582572700272403861656852779329583755940999746128256595705406397580485585800,Yes,No,KXF1POLE-AUTGP26-BOR,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-perez-2026-06-27__kxf1pole-autgp26-per,approved,Austrian Grand Prix: Driver Pole Position,Sergio Perez to take pole position,0x41265a13417c7023211f8ea6b9d00f3f21f3954539cccc10fe506037b57cb68d,f1-austrian-grand-prix-driver-pole-position-perez-2026-06-27,27555868055612497262455596186071996042387010507451025252094180300815257599246,83119428603089091808285646913411458688906173435037019888974095075704072425502,Yes,No,KXF1POLE-AUTGP26-PER,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-leclerc-2026-06-27__kxf1pole-autgp26-lec,approved,Austrian Grand Prix: Driver Pole Position,Charles Leclerc to take pole position,0x6d2302053771c42c620a7ef3ef51c9ea39f8be042cf11460c618b98cdf8d09e7,f1-austrian-grand-prix-driver-pole-position-leclerc-2026-06-27,91501570974438986028914389914771058721986211500226212692276503892464786715621,52736644915659498083399642513876232702430905990425921345570566267191378119738,Yes,No,KXF1POLE-AUTGP26-LEC,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-ocon-2026-06-27__kxf1pole-autgp26-oco,approved,Austrian Grand Prix: Driver Pole Position,Esteban Ocon to take pole position,0xe2bb7d8fd15aa234eb55ebf5640e8203cd0da8fff83dd6c3c935b096442d8b66,f1-austrian-grand-prix-driver-pole-position-ocon-2026-06-27,20196238423625657723195962720458101413778011804875725148383225331482209713006,105834048851974050287471192623504599521921640545804257295954000311013823069231,Yes,No,KXF1POLE-AUTGP26-OCO,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-norris-2026-06-27__kxf1pole-autgp26-nor,approved,Austrian Grand Prix: Driver Pole Position,Lando Norris to take pole position,0x08f21732a622bcb0eaeaf649d3522d14aa514ad12e64421bcb13de43fe755563,f1-austrian-grand-prix-driver-pole-position-norris-2026-06-27,104876335081858858304999659268558290307102385201077214730810096172976383716943,43778493098010132808475196621033464728599638809741486344017402768045427710388,Yes,No,KXF1POLE-AUTGP26-NOR,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-antonelli-2026-06-27__kxf1pole-autgp26-ant,approved,Austrian Grand Prix: Driver Pole Position,Kimi Antonelli to take pole position,0x5475a957333aa85899a35019b602dcf6a6d2f9a5f34b8ddf3a282c5c28940044,f1-austrian-grand-prix-driver-pole-position-antonelli-2026-06-27,34961058086819015549685013369149870922455683356798044219691548126204538042520,44441248399684904896286058099315121281148469747665889836308688700103811273284,Yes,No,KXF1POLE-AUTGP26-ANT,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-verstappen-2026-06-27__kxf1pole-autgp26-ver,approved,Austrian Grand Prix: Driver Pole Position,Max Verstappen to take pole position,0xb1107bb5b1e994df6239247180ba7d1872ade876c854b1a70d965ce293ee1503,f1-austrian-grand-prix-driver-pole-position-verstappen-2026-06-27,105615779277511371284407228277559880408492954270349306205001561986762846239295,70204875825930554810575809522200583506268196697485826208746926983766455053310,Yes,No,KXF1POLE-AUTGP26-VER,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-colapinto-2026-06-27__kxf1pole-autgp26-col,approved,Austrian Grand Prix: Driver Pole Position,Franco Colapinto to take pole position,0x725be0c73be1c1f57e177661f601fc45df55e0b1f7cede19d21799992515d2c5,f1-austrian-grand-prix-driver-pole-position-colapinto-2026-06-27,7123953550302568707827522963069590759243813087814860885546532922696696376315,37490717446506747101271979170608720419558671715642026346097103565889329933424,Yes,No,KXF1POLE-AUTGP26-COL,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-jr-2026-06-27__kxf1pole-autgp26-sai,approved,Austrian Grand Prix: Driver Pole Position,Carlos Sainz Jr. to take pole position,0x923a506b06977d813a31513e74656438d311cd179f464f45675c9bf91d4a94fd,f1-austrian-grand-prix-driver-pole-position-jr-2026-06-27,14628369821105587337444516236602901066594598512749182824529576299397935839475,25429152397290942681849535234529965025521411042000015791610109678553453706433,Yes,No,KXF1POLE-AUTGP26-SAI,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-hulkenberg-2026-06-27__kxf1pole-autgp26-hul,approved,Austrian Grand Prix: Driver Pole Position,Nico Hulkenberg to take pole position,0x5c2d4eecf9d26a9dbdd3e8bf2046f94b6f655b2b3b7f33ce8ddf27cffb57edcf,f1-austrian-grand-prix-driver-pole-position-hulkenberg-2026-06-27,24490971190987018383048588138498486730861737087198995431625797763835022831603,110289261038498578613044738924001606306928087624783595853252350866238197153521,Yes,No,KXF1POLE-AUTGP26-HUL,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-bottas-2026-06-27__kxf1pole-autgp26-bot,approved,Austrian Grand Prix: Driver Pole Position,Valtteri Bottas to take pole position,0x051b355ae3cee114da8dfe164faad3b197a813d8dea11c329c615b19e9c41f89,f1-austrian-grand-prix-driver-pole-position-bottas-2026-06-27,90616964422235024640937264292802649312545029163936307638665926982850429586014,19744827928765542691916450007250687404409245888017735080415205561308994781682,Yes,No,KXF1POLE-AUTGP26-BOT,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
f1-austrian-grand-prix-driver-pole-position-hamilton-2026-06-27__kxf1pole-autgp26-ham,approved,Austrian Grand Prix: Driver Pole Position,Lewis Hamilton to take pole position,0x89925597adaba6c0e9be4b2859ae277a7234b8017b5d37b4eeeaa6d940ecd8ef,f1-austrian-grand-prix-driver-pole-position-hamilton-2026-06-27,68239338032421120944692906968973229724781335793968719892044873217659346700001,113178994365020730265493620541374597287011300580471998371243168815867527831058,Yes,No,KXF1POLE-AUTGP26-HAM,not applicable; single-event competitor winner market,not applicable; event winner rather than match-clock market,not applicable,Approved monitoring pair: driver pole-position / fastest valid qualifying lap for the same Austrian Grand Prix qualifying session; re-check qualifying rules before trading.,codex-assisted-live-scan,2026-06-26T06:57:30Z,added from live expanded sports scan; F1 pole position
